nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Pop Rock_precision,Pop Rock_recall,Pop Rock_f1_score,Pop Rock_samples,Power-Pop_precision,Power-Pop_recall,Power-Pop_f1_score,Power-Pop_samples,Tecnopop_precision,Tecnopop_recall,Tecnopop_f1_score,Tecnopop_samples,total_samples
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_fasttext_5_10_300d,0.34,0.24,0.31,0.64,0.23,0.34,1651,0.25,0.0,0.01,349,0.25,0.79,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_50_10_100d,0.29,0.25,0.31,0.63,0.3,0.4,1651,0.14,0.67,0.23,349,0.32,0.07,0.12,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_50_10_300d,0.29,0.27,0.31,0.62,0.24,0.35,1651,0.13,0.35,0.19,349,0.23,0.37,0.28,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_5_5_100d,0.3,0.27,0.3,0.63,0.21,0.32,1651,0.11,0.19,0.14,349,0.25,0.58,0.35,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_50_5_100d,0.28,0.27,0.3,0.65,0.24,0.35,1651,0.13,0.55,0.22,349,0.25,0.24,0.24,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_50_5_300d,0.29,0.22,0.3,0.6,0.32,0.42,1651,0.13,0.66,0.22,349,0.36,0.01,0.02,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_fasttext_5_5_300d,0.32,0.24,0.3,0.57,0.25,0.35,1651,0.1,0.01,0.02,349,0.22,0.64,0.33,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_sg_5_10_300d,0.28,0.28,0.3,0.64,0.21,0.32,1651,0.13,0.51,0.21,349,0.28,0.33,0.31,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_50_5_300d,0.3,0.23,0.3,0.63,0.32,0.42,1651,0.14,0.71,0.23,349,0.29,0.02,0.04,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_5_10_100d,0.31,0.26,0.3,0.64,0.21,0.32,1651,0.11,0.09,0.1,349,0.25,0.69,0.36,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_50_5_100d,0.27,0.26,0.3,0.58,0.26,0.36,1651,0.12,0.41,0.18,349,0.22,0.23,0.23,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_50_5_300d,0.28,0.26,0.3,0.61,0.25,0.36,1651,0.14,0.59,0.22,349,0.24,0.18,0.21,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_50_10_100d,0.27,0.27,0.29,0.62,0.2,0.31,1651,0.13,0.43,0.2,349,0.26,0.37,0.31,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_sg_50_10_300d,0.29,0.26,0.29,0.62,0.2,0.3,1651,0.12,0.19,0.15,349,0.24,0.59,0.34,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_cbow_50_10_300d,0.27,0.26,0.29,0.61,0.23,0.33,1651,0.13,0.58,0.22,349,0.28,0.21,0.24,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_50_5_100d,0.27,0.26,0.29,0.63,0.21,0.32,1651,0.13,0.5,0.21,349,0.25,0.29,0.27,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_50_5_100d,0.33,0.23,0.29,0.64,0.21,0.32,1651,0.0,0.0,0.0,349,0.25,0.81,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_cbow_50_5_100d,0.26,0.26,0.29,0.63,0.22,0.32,1651,0.13,0.46,0.2,349,0.22,0.28,0.25,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_sg_5_5_100d,0.28,0.23,0.29,0.64,0.29,0.39,1651,0.13,0.69,0.22,349,0.32,0.04,0.08,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_50_10_100d,0.29,0.27,0.29,0.62,0.2,0.31,1651,0.13,0.2,0.16,349,0.23,0.57,0.33,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_5_10_300d,0.31,0.24,0.28,0.59,0.2,0.29,1651,0.11,0.03,0.05,349,0.24,0.74,0.36,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_50_5_100d,0.26,0.24,0.28,0.61,0.22,0.32,1651,0.14,0.68,0.23,349,0.28,0.14,0.19,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_50_5_300d,0.3,0.23,0.28,0.58,0.2,0.3,1651,0.12,0.04,0.06,349,0.23,0.68,0.34,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_5_10_300d,0.29,0.22,0.28,0.62,0.3,0.4,1651,0.14,0.76,0.24,349,0.23,0.0,0.01,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_50_5_300d,0.3,0.24,0.28,0.6,0.19,0.29,1651,0.11,0.04,0.06,349,0.24,0.73,0.36,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_50_10_300d,0.3,0.24,0.28,0.59,0.2,0.29,1651,0.11,0.06,0.07,349,0.23,0.68,0.34,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_5_5_300d,0.31,0.23,0.28,0.63,0.19,0.29,1651,0.06,0.02,0.03,349,0.24,0.76,0.37,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_fasttext_50_10_300d,0.26,0.25,0.28,0.62,0.23,0.33,1651,0.12,0.56,0.2,349,0.24,0.17,0.2,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_sg_50_5_100d,0.25,0.24,0.27,0.62,0.2,0.3,1651,0.12,0.56,0.2,349,0.24,0.19,0.21,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_50_10_100d,0.3,0.25,0.27,0.64,0.17,0.26,1651,0.13,0.12,0.13,349,0.25,0.73,0.37,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_5_5_300d,0.3,0.25,0.27,0.63,0.17,0.27,1651,0.13,0.09,0.11,349,0.25,0.74,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_5_10_300d,0.3,0.23,0.27,0.62,0.17,0.27,1651,0.12,0.04,0.06,349,0.24,0.78,0.37,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_fasttext_50_5_300d,0.28,0.26,0.27,0.65,0.15,0.25,1651,0.13,0.26,0.17,349,0.26,0.6,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_5_10_100d,0.29,0.26,0.27,0.63,0.17,0.27,1651,0.13,0.18,0.15,349,0.24,0.64,0.35,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_sg_5_5_100d,0.31,0.22,0.27,0.65,0.18,0.28,1651,0.19,0.01,0.02,349,0.24,0.82,0.38,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_fasttext_50_10_300d,0.26,0.26,0.27,0.62,0.17,0.27,1651,0.13,0.42,0.2,349,0.25,0.4,0.31,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_50_10_300d,0.27,0.26,0.27,0.63,0.18,0.28,1651,0.12,0.26,0.16,349,0.24,0.53,0.33,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_50_5_100d,0.28,0.24,0.27,0.62,0.17,0.27,1651,0.11,0.13,0.12,349,0.24,0.66,0.35,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_50_10_100d,0.26,0.23,0.26,0.63,0.21,0.31,1651,0.15,0.81,0.25,349,0.3,0.08,0.13,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_10_100d,0.24,0.24,0.26,0.59,0.18,0.27,1651,0.13,0.4,0.19,349,0.2,0.33,0.25,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_cbow_50_10_300d,0.25,0.24,0.26,0.6,0.18,0.27,1651,0.14,0.6,0.22,349,0.24,0.23,0.24,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_5_5_300d,0.27,0.21,0.26,0.61,0.25,0.36,1651,0.15,0.81,0.25,349,0.32,0.02,0.03,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_5_5_300d,0.3,0.22,0.26,0.62,0.17,0.26,1651,0.07,0.02,0.03,349,0.24,0.78,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_50_10_100d,0.28,0.24,0.26,0.63,0.16,0.25,1651,0.09,0.12,0.11,349,0.24,0.66,0.35,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_fasttext_50_5_300d,0.29,0.24,0.26,0.62,0.16,0.26,1651,0.13,0.1,0.12,349,0.24,0.71,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_sg_50_5_100d,0.25,0.23,0.26,0.64,0.2,0.31,1651,0.14,0.78,0.24,349,0.35,0.1,0.15,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_sg_50_10_100d,0.29,0.21,0.26,0.55,0.2,0.29,1651,0.0,0.0,0.0,349,0.22,0.68,0.33,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_fasttext_5_5_100d,0.25,0.24,0.26,0.61,0.17,0.27,1651,0.14,0.65,0.23,349,0.26,0.21,0.23,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_5_5_300d,0.25,0.25,0.25,0.62,0.14,0.22,1651,0.14,0.45,0.21,349,0.26,0.45,0.33,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_50_5_300d,0.25,0.25,0.25,0.62,0.16,0.25,1651,0.14,0.55,0.22,349,0.26,0.32,0.29,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_10_300d,0.3,0.21,0.25,0.63,0.15,0.25,1651,0.04,0.0,0.01,349,0.24,0.84,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_50_10_100d,0.25,0.25,0.25,0.57,0.16,0.25,1651,0.14,0.52,0.22,349,0.23,0.33,0.27,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_50_5_100d,0.24,0.23,0.25,0.62,0.19,0.29,1651,0.14,0.69,0.23,349,0.22,0.13,0.16,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_50_5_100d,0.23,0.21,0.24,0.63,0.18,0.28,1651,0.13,0.72,0.22,349,0.29,0.09,0.14,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_50_10_300d,0.25,0.19,0.24,0.61,0.22,0.32,1651,0.14,0.82,0.24,349,0.41,0.01,0.02,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_5_5_300d,0.25,0.19,0.24,0.63,0.23,0.33,1651,0.13,0.77,0.23,349,0.75,0.01,0.02,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_50_10_300d,0.27,0.24,0.24,0.59,0.13,0.21,1651,0.13,0.19,0.15,349,0.24,0.66,0.36,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_cbow_5_5_100d,0.3,0.21,0.24,0.62,0.15,0.24,1651,0.0,0.0,0.0,349,0.24,0.84,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_cbow_50_5_100d,0.28,0.22,0.24,0.57,0.15,0.24,1651,0.11,0.04,0.06,349,0.23,0.75,0.36,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_cbow_5_5_300d,0.25,0.19,0.24,0.59,0.24,0.34,1651,0.14,0.77,0.23,349,0.67,0.0,0.01,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_sg_5_5_100d,0.26,0.24,0.24,0.64,0.13,0.22,1651,0.12,0.22,0.16,349,0.24,0.61,0.34,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_5_5_100d,0.28,0.22,0.24,0.6,0.15,0.24,1651,0.11,0.05,0.07,349,0.23,0.74,0.35,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_50_5_100d,0.28,0.24,0.24,0.6,0.13,0.22,1651,0.13,0.14,0.13,349,0.25,0.73,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_sg_50_5_100d,0.24,0.24,0.24,0.59,0.14,0.22,1651,0.13,0.51,0.21,349,0.26,0.36,0.3,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_50_5_300d,0.23,0.23,0.24,0.64,0.17,0.27,1651,0.13,0.68,0.22,349,0.25,0.16,0.2,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_5_5_100d,0.28,0.2,0.24,0.56,0.16,0.25,1651,0.0,0.0,0.0,349,0.22,0.75,0.34,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_5_300d,0.24,0.24,0.23,0.58,0.13,0.21,1651,0.13,0.5,0.21,349,0.26,0.37,0.3,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_50_5_100d,0.23,0.22,0.23,0.59,0.17,0.27,1651,0.14,0.74,0.23,349,0.24,0.11,0.15,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_fasttext_50_10_300d,0.25,0.22,0.23,0.61,0.12,0.2,1651,0.1,0.17,0.13,349,0.24,0.63,0.34,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_50_5_300d,0.28,0.21,0.23,0.62,0.12,0.2,1651,0.15,0.03,0.05,349,0.24,0.83,0.37,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_5_5_100d,0.23,0.22,0.23,0.63,0.15,0.24,1651,0.14,0.76,0.23,349,0.29,0.13,0.18,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_50_10_300d,0.27,0.24,0.23,0.61,0.12,0.2,1651,0.16,0.18,0.17,349,0.24,0.7,0.35,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_50_5_100d,0.29,0.21,0.23,0.63,0.13,0.21,1651,0.08,0.03,0.04,349,0.25,0.84,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_cbow_5_10_100d,0.28,0.22,0.23,0.58,0.13,0.21,1651,0.13,0.06,0.08,349,0.24,0.78,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_50_10_100d,0.23,0.24,0.23,0.62,0.13,0.22,1651,0.13,0.6,0.22,349,0.27,0.3,0.29,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_10_100d,0.23,0.21,0.22,0.64,0.15,0.24,1651,0.14,0.81,0.24,349,0.27,0.11,0.15,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_50_5_100d,0.23,0.23,0.22,0.57,0.12,0.19,1651,0.12,0.4,0.19,349,0.25,0.44,0.32,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_50_10_100d,0.22,0.18,0.22,0.6,0.19,0.29,1651,0.13,0.77,0.22,349,0.35,0.01,0.02,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_5_10_300d,0.27,0.21,0.22,0.63,0.12,0.2,1651,0.12,0.05,0.07,349,0.23,0.79,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_50_5_300d,0.23,0.2,0.22,0.62,0.17,0.26,1651,0.14,0.83,0.24,349,0.35,0.06,0.1,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_fasttext_50_10_300d,0.25,0.22,0.21,0.62,0.09,0.16,1651,0.1,0.18,0.13,349,0.25,0.69,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_cbow_50_10_100d,0.28,0.2,0.21,0.64,0.1,0.18,1651,0.14,0.03,0.05,349,0.25,0.88,0.38,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_5_5_100d,0.22,0.2,0.21,0.63,0.15,0.24,1651,0.14,0.85,0.24,349,0.29,0.07,0.12,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_fasttext_5_5_300d,0.26,0.23,0.21,0.63,0.1,0.17,1651,0.12,0.19,0.15,349,0.25,0.7,0.36,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_5_10_100d,0.26,0.21,0.21,0.63,0.1,0.18,1651,0.1,0.08,0.09,349,0.24,0.76,0.36,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_cbow_50_10_300d,0.27,0.2,0.21,0.55,0.11,0.19,1651,0.09,0.02,0.04,349,0.24,0.81,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_10_100d,0.21,0.19,0.21,0.59,0.16,0.25,1651,0.12,0.73,0.21,349,0.4,0.07,0.12,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_fasttext_5_10_300d,0.28,0.2,0.21,0.63,0.11,0.18,1651,0.08,0.03,0.05,349,0.25,0.84,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_sg_50_10_100d,0.28,0.2,0.21,0.63,0.1,0.18,1651,0.15,0.02,0.04,349,0.24,0.88,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_fasttext_50_5_100d,0.28,0.2,0.21,0.58,0.1,0.17,1651,0.21,0.03,0.05,349,0.24,0.87,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_5_300d,0.29,0.19,0.21,0.63,0.1,0.18,1651,0.11,0.01,0.02,349,0.25,0.9,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_50_10_300d,0.22,0.18,0.21,0.64,0.16,0.26,1651,0.13,0.81,0.22,349,0.28,0.03,0.06,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_fasttext_50_10_300d,0.25,0.23,0.21,0.6,0.09,0.15,1651,0.14,0.24,0.17,349,0.24,0.67,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_50_5_100d,0.23,0.22,0.21,0.58,0.1,0.17,1651,0.13,0.39,0.2,349,0.23,0.48,0.31,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_50_5_300d,0.28,0.19,0.21,0.59,0.11,0.18,1651,0.06,0.01,0.02,349,0.24,0.85,0.38,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_sg_50_10_300d,0.22,0.18,0.21,0.62,0.18,0.28,1651,0.13,0.77,0.22,349,0.21,0.02,0.04,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_5_5_100d,0.23,0.23,0.2,0.65,0.09,0.16,1651,0.14,0.52,0.22,349,0.24,0.4,0.3,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_5_10_100d,0.26,0.18,0.2,0.55,0.11,0.18,1651,0.0,0.0,0.0,349,0.23,0.8,0.35,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_fasttext_5_10_300d,0.23,0.22,0.2,0.65,0.08,0.14,1651,0.13,0.44,0.2,349,0.25,0.48,0.33,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_50_10_300d,0.26,0.2,0.2,0.58,0.09,0.16,1651,0.17,0.05,0.08,349,0.23,0.82,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_50_10_100d,0.21,0.22,0.2,0.61,0.1,0.18,1651,0.13,0.57,0.22,349,0.22,0.29,0.25,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_50_5_300d,0.28,0.19,0.2,0.59,0.1,0.17,1651,0.1,0.01,0.02,349,0.24,0.86,0.38,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_fasttext_50_5_300d,0.21,0.19,0.2,0.63,0.14,0.23,1651,0.13,0.81,0.23,349,0.28,0.06,0.1,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_50_5_300d,0.21,0.22,0.2,0.61,0.09,0.16,1651,0.14,0.69,0.23,349,0.28,0.27,0.27,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_5_10_100d,0.26,0.18,0.2,0.52,0.11,0.18,1651,0.11,0.01,0.03,349,0.22,0.76,0.34,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_50_10_100d,0.22,0.22,0.2,0.62,0.09,0.16,1651,0.14,0.62,0.23,349,0.25,0.34,0.29,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_50_10_300d,0.21,0.17,0.2,0.59,0.16,0.26,1651,0.12,0.76,0.21,349,0.35,0.03,0.05,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_5_5_100d,0.25,0.21,0.2,0.56,0.08,0.15,1651,0.11,0.16,0.13,349,0.24,0.72,0.36,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_5_10_300d,0.22,0.17,0.2,0.62,0.17,0.27,1651,0.13,0.82,0.23,349,0.29,0.01,0.01,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_5_5_300d,0.28,0.18,0.2,0.64,0.1,0.18,1651,0.0,0.0,0.0,349,0.24,0.87,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_pop_sg_5_5_100d,0.22,0.17,0.2,0.63,0.18,0.28,1651,0.13,0.79,0.22,349,0.0,0.0,0.0,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_cbow_50_5_300d,0.28,0.19,0.2,0.65,0.09,0.16,1651,0.25,0.0,0.01,349,0.25,0.92,0.39,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_5_10_100d,0.22,0.19,0.2,0.63,0.15,0.25,1651,0.14,0.87,0.24,349,0.41,0.04,0.08,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_fasttext_5_10_300d,0.2,0.21,0.19,0.55,0.11,0.18,1651,0.13,0.6,0.21,349,0.21,0.24,0.22,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_50_5_300d,0.23,0.22,0.19,0.65,0.07,0.13,1651,0.14,0.4,0.2,349,0.25,0.54,0.34,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_cbow_50_10_100d,0.22,0.22,0.19,0.64,0.08,0.14,1651,0.13,0.55,0.21,349,0.26,0.4,0.31,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_50_10_300d,0.22,0.22,0.19,0.64,0.07,0.12,1651,0.14,0.55,0.22,349,0.27,0.45,0.34,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_cbow_50_10_100d,0.2,0.18,0.19,0.57,0.13,0.21,1651,0.12,0.71,0.21,349,0.25,0.09,0.13,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_50_5_300d,0.24,0.21,0.19,0.6,0.07,0.13,1651,0.11,0.19,0.14,349,0.24,0.67,0.35,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_fasttext_50_5_100d,0.2,0.2,0.19,0.63,0.09,0.16,1651,0.13,0.68,0.22,349,0.25,0.22,0.23,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_50_5_100d,0.23,0.23,0.19,0.63,0.08,0.14,1651,0.13,0.47,0.2,349,0.26,0.47,0.33,651,2651
